menu_item_id,item_name,category,price,is_standard
b025848a-1ac1-40a2-902b-b124d1a7,Amala,Dessert,1246.42,No
a9423749-9ac6-4782-b9b9-8748f850,Pounded Yam,Soup,4527.92,Yes
c109ff28-5a96-4da2-990e-c0ab0881,Suya,Soup,2706.22,Yes
4f0054dd-9a56-433a-aedd-dd3398ab,Eba,Dessert,4280.88,No
fc04b593-6d45-4c9e-9996-c09549b8,Akara,Soup,4982.57,Yes
0484495e-3f4d-4196-bf8c-df4402b3,Ofada Rice,Soup,4847.8,Yes
eb636aaf-b0ba-4932-88ea-30b11e60,Jollof Rice,Soup,3431.46,Yes
8e043332-ed79-49b8-a8eb-0c2dc47c,Kilishi,Side Dish,3304.41,No
93e3c813-ee6e-403b-baf4-8ddad63a,Amala,Snack,3621.03,Yes
456338da-b27a-495e-aa0a-e1275bb1,Pounded Yam,Side Dish,639.3,No
6c01e815-52e9-49e1-b1bc-71b010a4,Kilishi,Appetizer,4624.29,Yes
61de3a71-4f3f-4c87-afe7-b3c683e4,Ogbono Soup,Soup,745.84,No
150abf50-3bf5-410c-8435-f1c8ee92,Ogbono Soup,Main Course,2637.53,No
fc5eff71-bc6f-4adb-a987-d0303425,Asun,Main Course,1638.86,Yes
38b1fa97-8020-45fe-8aa5-fce54530,Amala,Appetizer,3977.64,Yes
2db6deba-b9e9-48a0-ad43-d4a9a301,Dodo,Appetizer,1866.95,No
3a3c8e4a-53a4-49e4-9850-83429029,Fried Rice,Soup,4133.07,No
d3662be5-da68-48ce-9f21-b8ff011e,Suya,Side Dish,3396.0,Yes
11fc08ee-1b34-4bd0-82da-6b83b79f,Amala,Appetizer,4627.48,Yes
94dd63cf-5fbb-454f-8835-7c3c33a2,Kilishi,Soup,1216.77,Yes
18c6ccf5-3a5b-48b0-9214-3694581b,Ogbono Soup,Side Dish,4697.77,Yes
41f09f56-7eb1-4c22-858b-4a707946,Efo Riro,Appetizer,1278.95,Yes
21477fb9-2025-42de-b2c2-de8180d3,Pounded Yam,Appetizer,4753.95,Yes
dcd61e81-7045-4090-a3e1-7841e358,Pounded Yam,Main Course,3938.03,No
aec3822b-4709-4ae4-8120-ec63bce6,Amala,Main Course,956.24,Yes
d5854962-9dd6-4551-befb-f31ceb6d,Ewedu Soup,Appetizer,1520.07,No
5559df91-8931-4d25-b8f0-d30016b2,Amala,Soup,1990.14,No
053c201b-5141-494e-a294-e22eeaa3,Kilishi,Dessert,4552.4,No
99516d6d-246e-4e1e-8fa0-94c1a953,Pounded Yam,Side Dish,3506.92,Yes
4391782f-a682-4eec-b2c9-fe95354d,Suya,Appetizer,1788.95,No
1741bb47-5d0d-4b63-af31-ed1aa559,Puff Puff,Dessert,1071.81,Yes
7e880948-2ae4-4ccc-8829-1625603f,Pepper Soup,Dessert,1925.01,No
dbfd8896-b0b8-465e-b197-82636ddf,Fried Rice,Appetizer,1041.91,No
5d6574f8-bc6b-4dae-924e-e4c424a0,Dodo,Snack,4606.0,Yes
d0e842d9-b352-4102-95e0-4bbad214,Pounded Yam,Snack,2909.6,No
12a6c8b9-0e8d-492d-a997-7ce27982,Banga Soup,Appetizer,2573.8,No
10a2df8e-be18-4788-8f21-d00367e1,Ewedu Soup,Snack,2165.69,Yes
1b8d74e0-a96c-4380-9d2d-cc2d3bb0,Asun,Side Dish,4025.49,Yes
87d30a3e-44b3-42de-960d-79a83b3e,Fried Rice,Soup,4213.46,Yes
c2dbe07c-3241-4beb-9fa3-5f4ef01b,Amala,Side Dish,1489.11,No
634ec839-2f8c-417f-b158-455f2326,Kilishi,Main Course,4618.01,No
a2081ab9-778b-401e-8bcd-c047f74c,Kilishi,Side Dish,2317.97,Yes
59683c27-bd80-4a34-93c4-eb99c74b,Moin Moin,Soup,4864.56,Yes
c63ed615-ee12-413b-9384-1b4805d4,Dodo,Dessert,3262.3,Yes
41666a99-ad06-4520-bfca-57794c4d,Ewedu Soup,Snack,2850.88,No
aafbd9ef-db66-4792-9416-19654d83,Ofada Rice,Snack,1459.35,No
571b69c7-f540-45ab-81aa-5e05303e,Ewedu Soup,Main Course,4866.12,Yes
23dd7916-6c04-4270-88a2-929332e4,Kilishi,Appetizer,3119.18,Yes
224fa609-b2ef-4a0e-8313-9c25fa21,Ewedu Soup,Soup,3605.4,Yes
df47c92a-cbec-4ddc-ab45-17dd21dc,Puff Puff,Soup,4629.06,No
e9a22931-f0fd-4eca-a2c8-015b8bd9,Dodo,Snack,3278.1,No
9671fab3-8cdf-4528-a16c-c23dfefa,Kilishi,Dessert,4000.43,No
2a78fe6d-e34e-40f3-be16-6db37d4c,Banga Soup,Side Dish,4085.26,No
77ac5672-3584-48ed-93a8-c8027ee0,Chin Chin,Soup,4746.74,No
8caa0afa-0b9b-45f0-aa0b-7df8d5f9,Amala,Snack,4593.51,No
5e1e962b-1010-42a0-93b5-6ba60a18,Fried Rice,Appetizer,3501.04,No
cf6832c9-f404-4d2f-b399-b76b2f10,Fried Rice,Snack,1249.52,Yes
544f296f-1d16-4db5-b21d-fe33d90b,Eba,Side Dish,1578.82,No
55bb6864-3f3e-4e37-bece-ac150c7f,Fried Rice,Side Dish,2290.94,No
11b3e0d1-0e7a-4b5b-b48e-3b7d3dec,Pepper Soup,Main Course,2759.44,Yes
7eae6885-e2d4-4df6-9331-cbc52583,Pepper Soup,Side Dish,3460.29,No
354fdac0-d6bd-4337-be3c-65cd3377,Pepper Soup,Appetizer,3212.2,Yes
f60b213a-eca9-44ac-a83c-f1e179c4,Ofada Rice,Main Course,4620.23,No
132e7b47-559f-423c-b732-29941f15,Kilishi,Side Dish,3062.84,No
ac2683ae-ea55-478f-be29-fbc70997,Akara,Dessert,1963.71,No
9ead0323-8a9a-4bc5-b86b-98082782,Akara,Soup,3613.07,Yes
cfed785a-9a9b-4cd5-864e-ec08caba,Kilishi,Dessert,4005.5,No
177f71c1-58a9-425e-9373-4c1c685a,Jollof Rice,Appetizer,2607.51,Yes
4e11c907-4c65-43df-9c6b-2daea29b,Ofada Rice,Snack,1064.81,Yes
50dc5410-23e3-4f57-9098-4736a643,Egusi Soup,Side Dish,3667.08,Yes
468ab4e7-c885-4222-a42d-e1ed270f,Ogbono Soup,Dessert,2115.97,No
179a4ddd-8ecd-4472-9c5b-b7cf65a1,Egusi Soup,Snack,943.11,Yes
72a923c4-b4d6-4539-872b-c7de6b34,Eba,Side Dish,1470.25,No
fbf4b51d-6cba-4a86-8446-c62d47bd,Ewedu Soup,Snack,3178.06,No
8d0e3716-3634-4c48-a3f2-8f76e2be,Amala,Side Dish,1290.48,Yes
a628c145-97e5-43a7-b5ba-6b2a1cba,Ogbono Soup,Appetizer,860.0,Yes
77a2c965-c832-425d-a8d6-87b8c746,Pounded Yam,Dessert,4849.14,No
8737309f-bd81-4418-a6d4-ee14c84d,Banga Soup,Side Dish,3027.66,Yes
2615c959-1a55-401b-a97c-8b13b0d5,Pounded Yam,Appetizer,2664.98,Yes
1ae8ffa3-388a-4515-9ebf-7e14c84f,Chin Chin,Side Dish,3492.97,No
ede68be6-f336-46fc-a40a-c2a82e49,Chin Chin,Side Dish,1056.46,Yes
edc0a72f-dfb6-4b14-bdb0-9ad0eaf9,Jollof Rice,Main Course,4687.14,No
b6b05917-bad2-4d00-8c1b-ed74020c,Dodo,Snack,696.4,No
f2f01e71-4c7f-4b9f-a481-f9fbac8d,Asun,Appetizer,4185.32,No
1bab4d9d-f765-4d04-ba44-47bc3a57,Amala,Snack,4789.37,Yes
9774b8ca-b5df-4610-a503-a96148b3,Dodo,Main Course,2056.85,Yes
0d7e2929-d98d-4d56-9917-1dbd7429,Banga Soup,Appetizer,4503.61,Yes
873bb19e-e810-4454-b82c-d83afd58,Egusi Soup,Side Dish,4857.29,No
6e97c855-5ce9-439d-a8ac-bc2ef472,Fried Rice,Side Dish,4345.63,Yes
3dbe4d8f-f1c4-435f-ac75-bfcc1451,Ogbono Soup,Side Dish,3648.15,Yes
cd2427db-48bc-4ceb-8d60-bcfe3283,Banga Soup,Appetizer,3978.41,No
37b52cce-3ff7-4a51-95da-39c4b11f,Moin Moin,Soup,3827.04,Yes
056e3418-2156-4bc6-a760-b72a4bec,Pepper Soup,Snack,2462.36,Yes
ed27b694-93d0-43a0-a415-3e8972c6,Pounded Yam,Main Course,2683.44,Yes
06402e87-4ece-41fe-b921-abbd5f19,Ogbono Soup,Side Dish,2514.29,Yes
dedf2c18-e2d5-48c3-8c05-5ca0afa6,Efo Riro,Dessert,952.86,Yes
3cd6670d-baf8-47ff-8f38-c53cb00c,Egusi Soup,Side Dish,2886.12,Yes
f65daf95-5ed5-40db-b8f6-47767d25,Akara,Dessert,2672.38,No
feff1655-3c07-40c8-a18e-3e87d966,Pounded Yam,Soup,2001.12,No
51ba26db-c522-4f95-8c62-b311d5fa,Pepper Soup,Appetizer,3949.34,Yes
e4f381e7-c90b-4a88-96c5-8224147e,Moin Moin,Appetizer,1988.48,Yes
eca129c8-7482-4f05-aac7-86378a12,Jollof Rice,Appetizer,3209.63,Yes
0fca501c-c9e7-4587-8b5b-b7dad116,Moin Moin,Snack,4362.22,No
3510b031-684d-48ff-b3d2-1204cee4,Kilishi,Appetizer,1567.03,Yes
823ab0b8-6281-40aa-ba09-323a8075,Banga Soup,Side Dish,3935.76,Yes
e93d1d57-521c-4f65-ad76-813ef519,Amala,Soup,4827.21,No
82213666-00f3-4aef-be85-826f184d,Fried Rice,Main Course,4277.66,No
a7a6f934-b210-4f53-b273-d811b1d5,Egusi Soup,Soup,741.62,Yes
4bbd1137-2440-44a9-8b1c-0962060d,Dodo,Soup,4066.07,No
8d4d1dc9-564a-4cbe-aaa5-14e0688b,Kilishi,Side Dish,4820.25,No
31d590e8-2d10-4d6d-8285-04970d0a,Puff Puff,Side Dish,3924.78,No
d5b5c2c8-c745-479d-8481-3a0a40a6,Egusi Soup,Snack,669.1,Yes
dbf8645a-5692-4639-b7ed-460df949,Pepper Soup,Dessert,2658.5,No
96a3edc7-4243-45ff-8587-bbd9a2c6,Eba,Dessert,1834.41,No
40be2cb0-3612-49d1-a63d-2b412682,Fried Rice,Snack,4260.91,Yes
a4eda260-fa7c-416a-9189-e6000a8c,Egusi Soup,Snack,4866.2,No
d1e18c95-8762-49dc-8587-35847c6d,Kilishi,Side Dish,1130.96,Yes
65de57f8-f951-43da-8424-3a9497d9,Eba,Main Course,3067.39,Yes
5f47ce70-a736-45a0-9347-f8d7b1fb,Pounded Yam,Side Dish,966.01,Yes
4bd2c357-1e5c-4481-9d99-087e2023,Amala,Side Dish,4750.77,Yes
7974c3a0-3bd5-4479-9fff-dbe7fd61,Efo Riro,Soup,3566.98,Yes
7d218ded-6c82-45fb-95d2-12a1509b,Asun,Main Course,4983.51,No
9a680bf6-b05a-4e4e-926d-e8e7ece3,Chin Chin,Dessert,1718.12,Yes
e2b59f74-11ac-4031-a301-298b033e,Asun,Snack,507.74,No
88ea53e4-428d-4fcd-aabc-1dfd5efc,Pounded Yam,Dessert,4779.06,Yes
02ab95fd-7688-48e3-9162-c6b49005,Egusi Soup,Appetizer,1959.02,No
af71a16d-95d7-4ac0-8c79-9b65ea5e,Fried Rice,Soup,913.1,No
6f58a420-37c8-440c-9ee3-531ad7c7,Moin Moin,Appetizer,791.51,No
7d90fe29-74f0-49bf-844b-0cfb4cbf,Suya,Dessert,3721.91,Yes
aa659a30-2609-4cf5-9aa7-d54ecb68,Kilishi,Dessert,1351.4,No
59ebb7e8-a9a6-47db-b731-bfd74942,Pepper Soup,Appetizer,3717.9,Yes
e1746dde-e7b5-490b-a882-67204804,Moin Moin,Dessert,3556.51,Yes
4e10fa34-0699-4407-9d24-599006e8,Jollof Rice,Soup,1367.2,No
5e66e3c6-a964-440f-86e8-8090e344,Jollof Rice,Appetizer,3917.0,Yes
51cb7313-0fc1-430d-bdc0-b089398d,Pepper Soup,Main Course,2388.86,No
52b26dd8-8f98-4a54-b59a-63f707c9,Asun,Snack,710.69,No
808f86cd-8baa-488e-b38d-3b9d1a71,Akara,Main Course,2996.15,No
c57ecefd-57ff-4b2a-990f-0444007d,Kilishi,Appetizer,795.06,No
e96a77d2-e8ea-4246-9952-9ac54472,Eba,Snack,3588.9,No
87799c10-f4bf-47f8-a276-9ba366a8,Suya,Soup,3710.54,Yes
57c5c8f0-4285-435c-9f82-c60ef0b8,Ewedu Soup,Dessert,1225.55,Yes
8e23a3a9-53a2-4848-894d-e121af08,Eba,Snack,667.33,No
9dcef99a-d055-47be-b772-6df8ea07,Dodo,Soup,777.48,No
d3219fc6-b920-42ee-82b6-7cc1853e,Ewedu Soup,Main Course,2515.79,No
abd36e5b-4a13-4f7c-a531-022734c6,Moin Moin,Soup,1523.56,Yes
dc8f243c-cbb9-4ef5-86bb-34c78d46,Akara,Side Dish,3830.61,No
11e13423-b8e1-4e26-a778-5494a87f,Jollof Rice,Side Dish,3267.78,Yes
2b647dd8-c219-4e56-8414-66d968ca,Kilishi,Dessert,1868.4,No
df894c38-bb49-42af-b274-f2d9504a,Eba,Soup,859.75,No
1ddc5b28-83bf-4d9b-aaba-222effeb,Fried Rice,Side Dish,1956.4,Yes
b5549efa-7d6f-4ee9-bf46-957bafc3,Kilishi,Dessert,4807.94,No
32ed5064-0cc0-463c-883d-ea6a153f,Egusi Soup,Side Dish,1511.53,Yes
ebc1a326-b4ee-4b9f-8353-62fc608b,Ogbono Soup,Side Dish,4698.44,No
195985a3-3572-4409-a318-b4ddb551,Asun,Side Dish,2017.69,No
c27cf2f8-9c41-496b-9a32-32672899,Pepper Soup,Main Course,801.83,No
18ae257f-66be-49d4-a23c-e45160ce,Ogbono Soup,Side Dish,2793.55,No
1d6d58a3-ef75-48a0-b8a1-f2356b9e,Eba,Main Course,4029.07,No
247ca46b-3a5b-49c8-adac-1ff8f7e5,Amala,Side Dish,2870.35,Yes
f4078f41-8ac8-4a2e-bd12-f922dc5f,Efo Riro,Soup,841.42,No
f9d1d568-25d8-491f-8682-f000af34,Pepper Soup,Soup,2396.94,Yes
950be568-1944-4aed-9409-c0804c0a,Kilishi,Main Course,3030.7,Yes
222950fe-1937-4f84-8fbb-d0cf2a96,Pounded Yam,Soup,827.18,No
eb2282c9-5249-4671-abe4-e6951674,Banga Soup,Dessert,3333.92,No
f92773a8-5247-46e6-b83e-742fb625,Egusi Soup,Side Dish,3105.35,Yes
ba424115-3c85-4149-851a-12089c78,Ewedu Soup,Soup,577.02,No
fc730a7e-7a69-4c4a-91e5-d320091d,Moin Moin,Side Dish,3953.33,Yes
33374b91-fdf7-4864-b9ff-2077059b,Jollof Rice,Side Dish,3580.58,Yes
17b33ccc-e464-404e-9b92-f220f81e,Amala,Side Dish,819.83,Yes
98c86f12-ea49-41f7-b899-4bd2e38a,Dodo,Snack,2706.0,No
3af09d6d-56b1-4bf2-a135-c130d588,Ogbono Soup,Snack,2143.86,No
6da6974f-41af-4e99-84b9-7e732971,Chin Chin,Main Course,4162.18,Yes
c9461aa4-fbb8-4d5a-abba-e956a802,Pepper Soup,Side Dish,4508.11,No
8f7fbc84-a6fa-43c7-b495-1d161953,Egusi Soup,Side Dish,1939.32,No
a1b93617-8fd5-4986-b959-9c78ad60,Jollof Rice,Snack,1924.85,Yes
edee639b-e90e-46c4-9ff4-d9bd9851,Pepper Soup,Snack,2838.29,Yes
d22b307e-8f05-451c-8c5b-166baf5b,Akara,Snack,4139.04,No
c081f7f2-a5ad-49e3-a12f-34878d18,Akara,Main Course,3962.83,No
e89d286c-abe6-4811-9373-db5e7c7b,Efo Riro,Main Course,4766.19,No
e80e90ca-5d22-4619-9048-ef2b8617,Chin Chin,Appetizer,3319.51,Yes
ae4e3155-262b-4875-8052-b44cea3e,Pounded Yam,Side Dish,3372.31,No
6564e2c5-9b12-4110-b9cc-9373d3fb,Kilishi,Dessert,2483.94,Yes
769858d9-3862-4107-bf48-75e7989c,Fried Rice,Main Course,3801.01,No
e37fbf53-f354-4d21-863a-b33b4125,Egusi Soup,Side Dish,3206.73,Yes
cb638a17-48ea-4d21-8918-c6fca2f6,Eba,Main Course,2899.74,Yes
01622cc2-bd69-4c39-8a7e-a9a3469c,Banga Soup,Appetizer,1365.71,No
de24c32a-62b5-480c-9220-e2ad1346,Eba,Side Dish,1058.78,Yes
3e910f5d-688a-4000-a622-87a61fe5,Pepper Soup,Side Dish,713.32,No
1ca0e50d-8340-47fe-b9d9-6dbee8e3,Efo Riro,Main Course,4042.04,Yes
a9c8c43b-6527-4ef7-9268-680dca35,Chin Chin,Main Course,2395.41,No
06233c89-a10d-4d2a-9631-1c771de6,Eba,Appetizer,2066.36,Yes
8486d36e-1efd-4518-afa5-cb9dafe5,Ogbono Soup,Snack,1927.55,Yes
e0a8c119-74b9-4d0e-85c4-7d4b6afa,Ofada Rice,Main Course,1954.62,No
802b911b-7b28-43ed-a260-f9e4ff52,Pepper Soup,Soup,1178.85,No
1d887bf7-ae9e-41c1-ae42-51d999f7,Akara,Side Dish,4794.23,No
2547d89a-18fa-49b0-b7c5-db14ab4b,Pounded Yam,Soup,1185.37,No
734295eb-95cf-401e-8e9e-1ca69768,Egusi Soup,Appetizer,1708.71,No
9e8e6d37-ec16-463e-a876-a884844f,Eba,Snack,2194.9,No
91c205c2-350a-40d7-9fcf-8ff04969,Ogbono Soup,Side Dish,977.44,No
f27fc8f2-8a1f-4f91-bd7f-7c554995,Kilishi,Main Course,4818.53,Yes
2e39caad-ec82-47cd-830c-b6bef905,Pounded Yam,Main Course,839.74,Yes
fb3a8129-9ba7-45ce-b121-6f9e8da1,Jollof Rice,Dessert,4401.12,No
99e3e11c-980a-4f45-8968-a7c7112f,Chin Chin,Soup,921.24,Yes
d249519a-2a80-47ff-af6f-b77d3aad,Jollof Rice,Dessert,4807.96,No
6d0f433f-09a0-47ca-a0f5-08db5ee5,Pounded Yam,Main Course,2304.56,Yes
81e08e54-4d0a-42c7-a674-8c1e2e80,Fried Rice,Snack,2879.43,Yes
f143d1a3-23fc-4098-9e53-78f3dcdd,Puff Puff,Side Dish,2235.55,Yes
07517ebe-7e0e-4b79-924b-b09531f4,Ewedu Soup,Snack,1229.6,No
6227bda1-e090-4895-b1cd-730e458b,Kilishi,Appetizer,4972.58,Yes
5bd1f3f4-8912-4d6b-b5d5-446924eb,Moin Moin,Dessert,4174.23,Yes
ee9cb10a-8fb6-4efe-a882-aa0b8e8d,Moin Moin,Snack,4371.91,No
1bb9820e-eaba-49b3-925a-43c887c9,Pepper Soup,Dessert,2421.99,No
bdaf2d17-a775-4725-a4f7-e85deaaa,Eba,Main Course,3940.07,Yes
a08796b3-8f4e-44ce-8ce5-c2d5716c,Suya,Appetizer,3849.99,Yes
c00e3085-a2c5-4477-a970-7059fc35,Fried Rice,Side Dish,2134.72,No
b9990d0d-8ce4-4501-a1ef-86905f12,Moin Moin,Soup,1640.12,Yes
5132f87d-3143-410e-8c7e-36a14f90,Akara,Side Dish,2621.69,No
5d6a0518-b85f-471c-b7da-d7fe1930,Banga Soup,Snack,1231.39,No
1c550068-46e7-4bd3-82a9-b613abda,Pounded Yam,Side Dish,3759.7,Yes
c5407b50-c992-484c-8a28-0500d6e6,Chin Chin,Snack,1480.66,No
32f6625b-cb1e-4400-b4dd-95f055f9,Suya,Dessert,4062.78,No
2799634f-0b60-47e3-8c33-e376cc9c,Puff Puff,Soup,3746.5,Yes
bcf3f104-11bb-4ce6-8e02-7999db5c,Ewedu Soup,Dessert,1642.93,Yes
60972cbb-2fb7-431f-befa-8c976f14,Akara,Main Course,948.76,Yes
16d8d1f4-8cc2-4eaa-998e-9640317b,Jollof Rice,Snack,2420.73,No
15614861-0d7e-42b7-9917-86f1a087,Ewedu Soup,Appetizer,781.39,Yes
c7a67155-75e7-4d8a-a4e6-3502aac9,Asun,Appetizer,679.98,Yes
950f920f-c59b-441c-970c-c615d160,Efo Riro,Soup,1786.2,Yes
3ecbd987-34a5-49d2-9976-0646bf87,Eba,Appetizer,3429.67,No
0990efce-a8ce-41b8-b250-2226bc92,Amala,Side Dish,3012.45,Yes
bd6c7355-a200-4f62-9388-53062c94,Chin Chin,Soup,771.42,Yes
8edbd567-9634-41d7-b5f6-a6ac8970,Moin Moin,Snack,3535.24,Yes
61b889b6-463e-4981-9a3e-09ee93b8,Asun,Side Dish,2051.63,No
4cf2af9b-ee63-446a-9517-8ab979b3,Efo Riro,Soup,4709.99,Yes
ebfeefcf-aade-414c-b9cc-320e59c2,Chin Chin,Dessert,4328.48,Yes
34160257-0b0d-40af-a89d-3208837b,Jollof Rice,Soup,817.2,No
a67b0460-f5cb-4a3e-acb8-2a24e676,Banga Soup,Side Dish,4966.85,No
4f762ae3-6ee7-49b9-9d2e-b7ecdc9d,Asun,Snack,2940.61,Yes
807cf3ff-f564-4863-89c8-b2d32a9e,Asun,Main Course,3985.11,No
7e544509-66b4-4a4f-8b96-f9205824,Ewedu Soup,Appetizer,3366.22,No
5a8d08b2-21b1-4a8f-af66-7324b726,Fried Rice,Side Dish,3578.2,No
4c373f77-3d79-4fea-8fe2-ac8441ae,Amala,Snack,2791.22,No
ddeae437-4030-4294-b1fa-f627acd8,Fried Rice,Side Dish,3822.09,Yes
a666f8d6-8a5c-4e8f-b854-266eed1d,Dodo,Side Dish,4585.2,No
b5b41716-77a8-413b-a513-a5077387,Ogbono Soup,Side Dish,4923.13,No
839209f3-bef0-4d28-89d2-33809229,Ewedu Soup,Snack,2320.96,No
e4872464-c028-427a-aeae-620219c9,Kilishi,Main Course,1288.53,No
5e8bef33-4f52-4555-9b48-85d9834d,Jollof Rice,Appetizer,3771.64,Yes
16b2a62d-8e93-4cf3-a39f-a196fc29,Ogbono Soup,Main Course,4145.42,Yes
83693a58-97cf-46a1-a379-60be81bd,Banga Soup,Dessert,4220.67,No
419210a0-b7a0-4a1e-a24a-c656f4c4,Efo Riro,Snack,3005.84,Yes
e29d66bc-1f68-4c4d-9d48-85528adf,Fried Rice,Snack,3636.28,Yes
208aaaae-adcb-4eae-824a-a7ee0562,Kilishi,Snack,2481.19,Yes
df0a73d9-a0b7-490a-952e-218f31d9,Suya,Soup,824.14,Yes
6db2f1ea-ca57-44c9-99b2-fc29a358,Ogbono Soup,Soup,4756.82,Yes
53217d9a-75d0-45fa-be2c-28f30c2e,Eba,Dessert,2045.12,Yes
66f8f7e2-8207-40f6-9a86-e4d0cef6,Dodo,Main Course,1727.54,Yes
42027f2d-d886-4faf-8aed-9ab3bbfc,Ofada Rice,Snack,4536.94,Yes
21f32d72-2fcd-402d-91c8-da4e5a06,Pounded Yam,Snack,3683.11,No
94cc198b-21e7-4f6a-900c-233b8ff3,Ewedu Soup,Dessert,1846.89,Yes
9699cfe8-abf6-4c0f-84af-6c02adaf,Dodo,Soup,3598.84,No
4f947383-a8f7-47da-8415-0d6b83cf,Pepper Soup,Soup,3971.84,No
b9a7bbd2-197a-4ffe-8846-6ee514a2,Ogbono Soup,Snack,744.4,Yes
